"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA103-000102","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"252 990,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA103-066421","KA103","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.20,31.05.22,"352 500,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA103-060291","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"398 100,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA103-046893","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Follow-up",01.06.18,30.09.19,"386 540,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA103-034514","KA103","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.17,30.09.18,"345 880,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA103-022392","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.16,30.09.17,"272 030,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA103-008716","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"289 240,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA107-060292","KA107","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.19,31.07.22,"140 400,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA107-046891","KA107","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility between Programme and Partner Countries",,38,"Follow-up",01.06.18,31.07.21,"56 317,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA107-022397","KA107","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.16,31.07.18,"21 720,00 €",,
"E10101701","APP","OULUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA107-034515","KA107","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Follow-up",01.06.17,31.07.19,"45 110,00 €",,
"E10124372","APP","Oulun Englanninkielinen Leikkikoulu Avoin Yhtiö","School/Institute/Educational centre – General education (pre-primary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA219-034726_1","KA219","Strategic Partnerships for Schools Only",2017,"Playing Ever After - Supporting language learning through play and stories",,24,"Finalised",01.09.17,31.08.19,20775,"TOPIC-20_TOPIC-23_TOPIC-35","Globaali yhteistyö_Koulutuksen kehittäminen_Kielten opetus ja oppiminen"
"E10124372","APP","Oulun Englanninkielinen Leikkikoulu Avoin Yhtiö","School/Institute/Educational centre – General education (pre-primary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA229-060768_1","KA229","School Exchange Partnerships",2019,"Ready, Steady, Play! - Learning English through story-based free play",,24,"Follow-up",01.09.19,31.08.21,15950,"TOPIC-21_TOPIC-32_TOPIC-35","Avaintaidot_Tutkimus ja innovointi_Kielten opetus ja oppiminen"
"E10128721","APP","Oulun kaupunki","Local Public body","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA101-066326","KA101","School education staff mobility",2020,"Oulun kaupungin koulukuraattori- ja koulupsykologipalvelut kouluttautumaan ja kehittämään","OKKKK",36,"Follow-up",01.08.20,31.07.23,"28 660,00 €","TOPIC-16_TOPIC-20_TOPIC-28","Terveys ja hyvinvointi_Globaali yhteistyö_Laadunhallinta"
"E10128721","APP","Oulun kaupunki","Local Public body","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022472","KA101","School education staff mobility",2016,"Digital Schools of Europe",,22,"Finalised",01.08.16,31.05.18,"33 175,00 €","TOPIC-25_TOPIC-3_TOPIC-19","Opetusmenetelmät_Digitaalisuus_Interkulttuurinen koulutus"
"E10128721","APP","Oulun kaupunki","Local Public body","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA104-066315","KA104","Adult education staff mobility",2020,"Meri-Pohjolan opistopiirin jäsenopistoille yhteisiä kehitysaskeleita Euroopasta","MPO2EU",30,"Follow-up",01.07.20,31.12.22,"46 297,00 €","TOPIC-20_TOPIC-19_TOPIC-31","Globaali yhteistyö_Interkulttuurinen koulutus_Alueellinen kehittäminen"
"E10128721","APP","Oulun kaupunki","Local Public body","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA104-066422","KA104","Adult education staff mobility",2020,"Osaamisen syventämistä ja uuden oppimista evääksi Euroopasta - Oulu-opisto opetuksen sisällön kehittämistä kansaivälistymisen kautta",,36,"Follow-up",01.07.20,30.06.23,"39 213,00 €","TOPIC-35_TOPIC-19_TOPIC-39","Kielten opetus ja oppiminen_Interkulttuurinen koulutus_Digitaalisuus"
"E10128721","APP","Oulun kaupunki","Local Public body","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA104-046979","KA104","Adult education staff mobility",2018,"Oulu-opiston ensiaskeleet kansainvälistymiseen",,36,"Follow-up",01.08.18,31.07.21,"38 770,00 €","TOPIC-3_TOPIC-19_TOPIC-20","Digitaalisuus_Interkulttuurinen koulutus_Globaali yhteistyö"
"E10000787","PA","Oulun kaupunki, sivistys- ja kulttuuripalvelut, Sampolan päiväkoti","School/Institute/Educational centre – General education (pre-primary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-EL01-KA219-036156_3","KA219","Strategic Partnerships for Schools Only",2017,"Together Everyone Achieves More","TEAM",24,"Finalised",01.09.17,31.08.19,15235,"TOPIC-19_TOPIC-28","Interkulttuurinen koulutus_Laadunhallinta"
"E10176231","APP","Oulun Lyseon lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022545","KA101","School education staff mobility",2016,"Aktiivinen kansalaisuus",,24,"Finalised",31.12.16,30.12.18,"26 880,00 €","TOPIC-2_TOPIC-3_TOPIC-25","Aktiivinen kansalaisuus_Digitaalisuus_Opetusmenetelmät"
"E10176231","PA","Oulun Lyseon lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-DE03-KA219-022879_4","KA219","Strategic Partnerships for Schools Only",2016,"Living in a smart environment 2030 - chances and challenges","LISE",24,"Finalised",01.11.16,31.10.18,22180,"TOPIC-13_TOPIC-18_TOPIC-3","Kestävä kehitys_Tasa-arvo ja osallisuus_Digitaalisuus"
"E10176231","PA","Oulun Lyseon lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-BE02-KA229-060325_3","KA229","School Exchange Partnerships",2019,"Strengthening our ties through our past: looking for new ways of sharing an inclusive approach on heritage in 21st century Europe","SOTTOP",33,"Follow-up",01.10.19,30.06.22,33935,"TOPIC-18_TOPIC-2_TOPIC-70","Tasa-arvo ja osallisuus_Aktiivinen kansalaisuus_Kulttuuriperintö"
"E10034014","APP","Oulun Nuoret Kotkat Piirijärjestö ry","Non-governmental organisation/association","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA105-034559","KA105","Youth mobility",2017,"Sillat yli myrskyjen",,6,"Finalised",01.05.17,31.10.17,"4 275,00 €","TOPIC-20_TOPIC-38_TOPIC-9","Globaali yhteistyö_Nuorisoala_Yhteiskunnallinen vuoropuhelu"
"E10129575","APP","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA102-008728","KA102","VET learner and staff mobility",2015,"Let's Go Further!","Let's Go Further!",24,"Finalised",01.06.15,31.05.17,"209 289,00 €","TOPIC-36_TOPIC-37_TOPIC-19","Osaamisen tunnistaminen ja tunnustaminen_Liikenne ja liikkuvuus_Interkulttuurinen koulutus"
"E10129575","APP","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA102-000280","KA102","VET learner and staff mobility",2014,"Let's Go!","Let's Go!",24,"Finalised",01.08.14,31.07.16,"219 584,00 €","TOPIC-19_TOPIC-36_TOPIC-37","Interkulttuurinen koulutus_Osaamisen tunnistaminen ja tunnustaminen_Liikenne ja liikkuvuus"
"E10129575","APP","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA102-000223","KA102","VET learner and staff mobility",2014,"Bon Voyage and Bon Appetit","BVBA",24,"Finalised",01.08.14,31.07.16,"110 250,00 €","TOPIC-19","Interkulttuurinen koulutus"
"E10129575","APP","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA116-034321","KA116","VET learner and staff mobility with VET mobility charter",2017,"VET learner and staff mobility with VET mobility charter",,24,"Finalised",01.06.17,31.05.19,"251 680,00 €",,
"E10129575","APP","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA116-022366","KA116","VET learner and staff mobility with VET mobility charter",2016,"VET learner and staff mobility with VET mobility charter",,24,"Finalised",01.06.16,31.05.18,"199 666,00 €",,
"E10129575","PA","Oulun seudun koulutuskuntayhtymä OSEKK","School/Institute/Educational centre – Vocational Training (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-DE03-KA219-022893_4","KA219","Strategic Partnerships for Schools Only",2016,"Evolution of cooperation - computer simulations of trade and interaction","HANSE",23,"Finalised",01.10.16,31.08.18,21690,"TOPIC-2_TOPIC-3_TOPIC-35","Aktiivinen kansalaisuus_Digitaalisuus_Kielten opetus ja oppiminen"
"E10158581","APP","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA101-008729","KA101","School education staff mobility",2015,"Integration and Crossing the Curriculum",,24,"Finalised",01.06.15,31.05.17,"28 120,00 €","TOPIC-23","Koulutuksen kehittäminen"
"E10158581","APP","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA101-066201","KA101","School education staff mobility",2020,"Osykin opiskelijoiden ja opettajien hyvinvointihanke","OSWELL",24,"Follow-up",01.06.20,31.05.22,"21 370,00 €","TOPIC-35_TOPIC-16_TOPIC-28","Kielten opetus ja oppiminen_Terveys ja hyvinvointi_Laadunhallinta"
"E10158581","APP","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA101-034598","KA101","School education staff mobility",2017,"Interdisciplinary Teaching and Learning",,12,"Finalised",01.08.17,31.07.18,"20 680,00 €","TOPIC-23_TOPIC-20","Koulutuksen kehittäminen_Globaali yhteistyö"
"E10158581","PA","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-NL01-KA201-001327","KA201","Strategic Partnerships for school education",2014,"Youth Europe and Theatre","YET",24,"Finalised",01.09.14,31.08.16,22000,"TOPIC-2_TOPIC-4","Aktiivinen kansalaisuus_Kulttuuri ja luovuus"
"E10158581","PA","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-NL01-KA229-064582_3","KA229","School Exchange Partnerships",2020,"Youth, Europe and Theatre","YET 3.0",24,"Follow-up",01.09.20,31.08.22,25108,"TOPIC-19_TOPIC-2_TOPIC-4","Interkulttuurinen koulutus_Aktiivinen kansalaisuus_Kulttuuri ja luovuus"
"E10158581","PA","Oulun Suomalaisen Yhteiskoulun lukio, Oulun kaupunki","School/Institute/Educational centre – General education (secondary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-NL01-KA229-039008_2","KA229","School Exchange Partnerships",2018,"YET 2.0","YET 2.0",24,"Finalised",01.10.18,30.09.20,28978,"TOPIC-19_TOPIC-2_TOPIC-4","Interkulttuurinen koulutus_Aktiivinen kansalaisuus_Kulttuuri ja luovuus"
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA101-066143","KA101","School education staff mobility",2020,"Kieli ja kulttuuri oppimisen ja opetuksen rikastajana",,36,"Follow-up",01.06.20,31.05.23,"14 225,00 €","TOPIC-35_TOPIC-25_TOPIC-19","Kielten opetus ja oppiminen_Opetusmenetelmät_Interkulttuurinen koulutus"
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060569","KA101","School education staff mobility",2019,"Enforcing Language Awareness and Language-Enriched Teaching in an Increasingly Multicultural School Environment.",,24,"Follow-up",01.12.19,30.11.21,"24 310,00 €","TOPIC-20_TOPIC-23_TOPIC-18","Globaali yhteistyö_Koulutuksen kehittäminen_Tasa-arvo ja osallisuus"
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-047007","KA101","School education staff mobility",2018,"Maailmankansalaisuus ja MOK uuden oppimissuunnitelman innoittamana",,36,"Follow-up",01.06.18,31.05.21,"15 297,00 €","TOPIC-2_TOPIC-23_TOPIC-20","Aktiivinen kansalaisuus_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA103-066160","KA103","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.20,31.05.22,"475 950,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA103-060201","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"488 570,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA103-046768","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.18,30.09.19,"435 050,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA103-034313","KA103","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.17,30.09.18,"373 740,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA103-022414","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.16,30.09.17,"316 090,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA103-008736","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"316 240,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA103-000157","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"345 130,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA107-066363","KA107","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.20,31.07.23,"191 174,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA107-046769","KA107","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility between Programme and Partner Countries",,38,"Follow-up",01.06.18,31.07.21,"137 410,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA107-034398","KA107","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.17,31.07.19,"167 596,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA107-008899","KA107","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.15,31.07.17,"63 940,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2015-2-FI01-KA107-022158","KA107","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility between Programme and Partner Countries",,18,"Finalised",01.02.16,31.07.17,"81 547,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA107-060354","KA107","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.19,31.07.22,"231 896,00 €",,
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-FI01-KA203-066670","KA203","Strategic Partnerships for higher education",2020,"Designing solutions entrepreneurially via online language and communication training in the STEAM disciplines","EntreSTEAM",24,"Follow-up",01.09.20,31.08.22,"199 548,00 €","TOPIC-19_TOPIC-41_TOPIC-35","Interkulttuurinen koulutus_Yrittäjyys_Kielten opetus ja oppiminen"
"E10208661","PA","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-BG01-KA219-036215_2","KA219","Strategic Partnerships for Schools Only",2017,"Enhancing student and teacher success through STEM education",,24,"Finalised",01.09.17,31.08.19,25380,"TOPIC-22_TOPIC-25_TOPIC-3","Luonnontieteet_Opetusmenetelmät_Digitaalisuus"
"E10208661","APP","OULUN YLIOPISTO","Higher education institution (tertiary level)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA219-022652_1","KA219","Strategic Partnerships for Schools Only",2016,"Better Teaching - Better Learning","BB",25,"Finalised",01.09.16,30.09.18,27225,"TOPIC-23","Koulutuksen kehittäminen"
"E10208661","PA","OULUN YLIOPISTO","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-ES01-KA229-063845_3","KA229","School Exchange Partnerships",2019,"Sustainable Development Goals Action!","SDGs Action!",24,"Follow-up",01.09.19,31.08.21,33266,"TOPIC-13_TOPIC-15_TOPIC-3","Kestävä kehitys_Tasa-arvo ja osallisuus_Digitaalisuus"
"E10208661","PA","OULUN YLIOPISTO","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2020-1-ES01-KA229-082622_4","KA229","School Exchange Partnerships",2020,"Let's S.E.E.: Social Emotional Education for cultural understanding and gender equity","SEE",36,"Follow-up",01.09.20,31.08.23,38526,"TOPIC-15_TOPIC-59_TOPIC-69","Tasa-arvo ja osallisuus_Maahanmuutto ja kotoutuminen_Aktiivinen kansalaisuus"
"E10066802","APP","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2014-1-FI01-KA101-000469","KA101","School education staff mobility",2014,"Tablet tutuksi ja aktiiviseksi osaksi opetusta",,24,"Finalised",01.07.14,30.06.16,"13 260,00 €","TOPIC-23_TOPIC-3_TOPIC-20","Koulutuksen kehittäminen_Digitaalisuus_Globaali yhteistyö"
"E10066802","APP","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2018-1-FI01-KA101-046825","KA101","School education staff mobility",2018,"European peregrinations – how to be an effective, creative and modern teacher.",,18,"Finalised",20.08.18,19.02.20,"11 982,00 €","TOPIC-23_TOPIC-35_TOPIC-19","Koulutuksen kehittäminen_Kielten opetus ja oppiminen_Interkulttuurinen koulutus"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2014-1-DE03-KA201-001593","KA201","Strategic Partnerships for school education",2014,"Kulturkiosk","Kulturkiosk",36,"Finalised",01.09.14,31.08.17,46455,"TOPIC-23_TOPIC-3_TOPIC-4","Koulutuksen kehittäminen_Digitaalisuus_Kulttuuri ja luovuus"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2017-1-DE03-KA219-035676_5","KA219","Strategic Partnerships for Schools Only",2017,"Kulturkiosk II - Schülern für Schüler",,24,"Finalised",01.09.17,31.08.19,24635,"TOPIC-2_TOPIC-3_TOPIC-39","Aktiivinen kansalaisuus_Digitaalisuus"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2016-1-AT01-KA219-016774_2","KA219","Strategic Partnerships for Schools Only",2016,"Was uns bewegt","Was uns bewegt",18,"Finalised",01.09.16,28.02.18,18975,"TOPIC-17_TOPIC-2_TOPIC-59","Oikeus- ja sisäasiat_Aktiivinen kansalaisuus_Maahanmuutto ja kotoutuminen"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2020-1-ES01-KA229-082269_4","KA229","School Exchange Partnerships",2020,"Digital Challenges: Unlock the Escape Room","DigiCh",24,"Follow-up",01.12.20,30.11.22,32914,"TOPIC-2_TOPIC-3_TOPIC-4","Aktiivinen kansalaisuus_Digitaalisuus_Kulttuuri ja luovuus"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2020-1-FR01-KA229-080309_4","KA229","School Exchange Partnerships",2020,"Entrepreneuriat et Employabilité Franco-Finlandais","EEFF",36,"Follow-up",01.09.20,31.08.23,23382,"TOPIC-24_TOPIC-41_TOPIC-72","Osaaminen ja työelämän tarpeet_Yrittäjyys_Työelämäyhteistyö"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2019-1-AT01-KA229-051533_5","KA229","School Exchange Partnerships",2019,"Kulturkiosk goes Festival","KK-F",36,"Follow-up",01.09.19,31.08.22,50186,"TOPIC-2_TOPIC-3_TOPIC-70","Aktiivinen kansalaisuus_Digitaalisuus_Kulttuuriperintö"
"E10066802","PA","Oulunkylän yhteiskoulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","2018-1-ES01-KA229-049979_5","KA229","School Exchange Partnerships",2018,"Augmented Age of Inventions and Discoveries: navigating the History of Technologies in Maritime Museums","#AAge",36,"Follow-up",01.09.18,31.08.21,31154,"TOPIC-3_TOPIC-35_TOPIC-70","Digitaalisuus_Kielten opetus ja oppiminen_Kulttuuriperintö"
"E10188503","APP","Oulunlahden koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046898","KA101","School education staff mobility",2018,"TTNT - Teachers Together Now for Tomorrow",,24,"Finalised",01.06.18,31.05.20,"10 893,00 €","TOPIC-3_TOPIC-25_TOPIC-35","Digitaalisuus_Opetusmenetelmät_Kielten opetus ja oppiminen"
"E10188503","PA","Oulunlahden koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-DE03-KA219-035569_3","KA219","Strategic Partnerships for Schools Only",2017,"Gemeinsam in der Gegenwart für eine gute Zukunft","TNT",24,"Finalised",01.09.17,31.08.19,19370,"TOPIC-16_TOPIC-18_TOPIC-7","Terveys ja hyvinvointi_Tasa-arvo ja osallisuus_Opintojen keskeyttämisen ehkäisy"
"E10144955","APP","Oulunsalon Kirkonkylän koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060330","KA101","School education staff mobility",2019,"Tasa-arvoa, koulutusta, yhteistyötä ja kumppanuutta - kestävästi",,36,"Follow-up",30.06.19,29.06.22,"49 012,00 €","TOPIC-69_TOPIC-35_TOPIC-20","Aktiivinen kansalaisuus_Kielten opetus ja oppiminen_Globaali yhteistyö"
"E10144955","APP","Oulunsalon Kirkonkylän koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA101-034372","KA101","School education staff mobility",2017,"Osaamista, osallisuutta ja hyvinvointia kansainvälistyvässä koulussamme",,24,"Finalised",01.06.17,31.05.19,"44 950,00 €","TOPIC-16_TOPIC-23_TOPIC-20","Terveys ja hyvinvointi_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10032667","APP","Ounasvaaran lukio","School/Institute/Educational centre – General education (secondary level)","Rovaniemi","Lappi","Finland","2015-1-FI01-KA101-008689","KA101","School education staff mobility",2015,"Werbung für Deutsch- kurssi Münchenissä",,12,"Finalised",01.06.15,31.05.16,"2 150,00 €","TOPIC-2_TOPIC-25_TOPIC-35","Aktiivinen kansalaisuus_Opetusmenetelmät_Kielten opetus ja oppiminen"
