"ProjectCode","link","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"2018-1-FI01-KA202-047274","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA202-047274","APP","ESPOON SEUDUN KOULUTUSKUNTAYHTYMA OMNIA","School/Institute/Educational centre – Vocational Training (secondary level)","ESPOON KAUPUNKI","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2018,"A STep towards new European Learning: a digital and personalized approach","ASTEL",18,"Follow-up",03.09.18,02.03.20,82695,"TOPIC-20,TOPIC-72,TOPIC-25","International cooperation, international relations, development cooperation,Cooperation between educational institutions and business,Pedagogy and didactics"
"2018-1-FI01-KA202-047292","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA202-047292","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","KA202","Strategic Partnerships for vocational education and training",2018,"Personalized competence based learning paths for VET in Europe","PE-LE",40,"Follow-up",01.09.18,31.12.21,258605,"TOPIC-23,TOPIC-3,TOPIC-72","New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences,Cooperation between educational institutions and business"
"2018-1-FI01-KA202-047301","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA202-047301","APP","Svenska Framtidsskolan i Helsingforsregionen Ab","School/Institute/Educational centre – Vocational Training (secondary level)","Helsingfors","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2018,"Student Wellbeing through eSport","VET eSport",36,"Follow-up",01.09.18,31.08.21,78670,"TOPIC-25,TOPIC-16,TOPIC-7","Pedagogy and didactics,Health and wellbeing,Early School Leaving / combating failure in education"
"2018-1-FI01-KA202-047306","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA202-047306","APP","Kiipulasäätiö","School/Institute/Educational centre – Vocational Training (secondary level)","Turenki","Kanta-Häme","Finland","KA202","Strategic Partnerships for vocational education and training",2018,"Learning Green Care - Using Nature as Part of Vocational Speacial Education",,36,"Follow-up",01.09.18,31.08.21,100480,"TOPIC-72,TOPIC-20,TOPIC-5","Cooperation between educational institutions and business,International cooperation, international relations, development cooperation,Disabilities - special needs"
"2018-1-FI01-KA202-047312","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA202-047312","APP","Tampereen Aikuiskoulutussäätiö sr","School/Institute/Educational centre – Adult education","Tampere","Pirkanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2018,"Digitalized Learning Path for Educational Organizations","Learning Path",30,"Follow-up",01.09.18,28.02.21,221431,"TOPIC-3,TOPIC-25,TOPIC-72","ICT - new technologies - digital competences,Pedagogy and didactics,Cooperation between educational institutions and business"
"2018-1-FI01-KA203-047239","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA203-047239","APP","LAUREA-AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","VANTAA","Helsinki-Uusimaa","Finland","KA203","Strategic Partnerships for higher education",2018,"Versatile Islands Cooperating for New Services and Innovation in Tourism","VISIT",40,"Follow-up",01.09.18,31.12.21,339832,"TOPIC-32,TOPIC-20,TOPIC-31","Research and innovation,International cooperation, international relations, development cooperation,Regional dimension and cooperation"
"2018-1-FI01-KA203-047242","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA203-047242","APP","TURUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TURKU","Varsinais-Suomi","Finland","KA203","Strategic Partnerships for higher education",2018,"Empowering Residential Child Care through Interprofessional Training","ERCCI",40,"Follow-up",01.09.18,31.12.21,321103,"TOPIC-39,TOPIC-23","Open and distance learning,New innovative curricula/educational methods/development of training courses"
"2018-1-FI01-KA203-047245","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA203-047245","APP","TAMPEREEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TAMPERE",,"Finland","KA203","Strategic Partnerships for higher education",2018,"PRECONCEPTION HEALTH OF YOUTH, bridging the gap in and through education","PreconNet",40,"Follow-up",01.09.18,31.12.21,302415,"TOPIC-16,TOPIC-3,TOPIC-23","Health and wellbeing,ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses"
"2018-1-FI01-KA203-047321","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA203-047321","APP","HAMEEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","HAMEENLINNA",,"Finland","KA203","Strategic Partnerships for higher education",2018,"Towards Inclusive eLearning: Improving Accessibility of eLearning in Higher Education from Universal Design for Learning perspective","TINEL",35,"Follow-up",01.10.18,31.08.21,349460,"TOPIC-39,TOPIC-6,TOPIC-18","Open and distance learning,Access for disadvantaged,Inclusion - equity"
"2018-1-FI01-KA204-047188","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047188","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHOGSKOLA AB","Higher education institution (tertiary level)","VAASA",,"Finland","KA204","Strategic Partnerships for adult education",2018,"Rebooting, Re-rooting and Re-skilling Unemployed and Underemployed Higher Education Graduates for Work 4.0","Reboot",26,"Follow-up",01.09.18,31.10.20,208016,"TOPIC-39,TOPIC-24,TOPIC-10","Open and distance learning,Overcoming skills mismatches (basic/transversal),Labour market issues incl. career guidance / youth unemployment"
"2018-1-FI01-KA204-047225","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047225","APP","Opintotoiminnan Keskusliitto ry","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2018,"Improving Validation in the Voluntary Sector","ImproVal",26,"Follow-up",01.09.18,31.10.20,128383,"TOPIC-30,TOPIC-69,TOPIC-29","Recognition (non-formal and informal learning/credits),Civic engagement / responsible citizenship,Reaching the policy level/dialogue with decision makers"
"2018-1-FI01-KA204-047243","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047243","APP","HAMEEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","HAMEENLINNA",,"Finland","KA204","Strategic Partnerships for adult education",2018,"Soft Skills Training and Recruitment of Adult Educators","SOSTRA",24,"Follow-up",01.10.18,30.09.20,241430,"TOPIC-23,TOPIC-30,TOPIC-39","New innovative curricula/educational methods/development of training courses,Recognition (non-formal and informal learning/credits),Open and distance learning"
"2018-1-FI01-KA204-047279","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047279","APP","OLEMISEN BALANSSIA RY","Non-governmental organisation/association","RAISIO","Varsinais-Suomi","Finland","KA204","Strategic Partnerships for adult education",2018,"Open data e-learning platform and digital tools for participatory decision making [OpenMakers]","OpenMakers",25,"Follow-up",01.09.18,30.09.20,165896,"TOPIC-71,TOPIC-3","Social entrepreneurship / social innovation,ICT - new technologies - digital competences"
"2018-1-FI01-KA204-047283","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047283","APP","Luksia, Municipal Education and Training Consortium in Western Uusimaa","School/Institute/Educational centre – Vocational Training (secondary level)","Lohja","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2018,"FLIP-IDEAL - Flipped Learning in Adult Education",,28,"Follow-up",01.09.18,31.12.20,178254,"TOPIC-21,TOPIC-3,TOPIC-23","Key Competences (incl. mathematics and literacy) - basic skills,ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses"
"2018-1-FI01-KA204-047290","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047290","APP","Sivistysliitto Kansalaisfoorumi SKAF ry.","Regional Public body","Vantaa","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2018,"Generations in Interaction: Intergenerational Learning as a Constructor of Identity and Culture","Ge&In",29,"Follow-up",01.09.18,31.01.21,223644,"TOPIC-19,TOPIC-23,TOPIC-25","Intercultural/intergenerational education and (lifelong)learning,New innovative curricula/educational methods/development of training courses,Pedagogy and didactics"
"2018-1-FI01-KA204-047308","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA204-047308","APP","HELSINGIN YLIOPISTO","Research Institute/Centre","HELSINGIN YLIOPISTO",,"Finland","KA204","Strategic Partnerships for adult education",2018,"Village Social Enterprise learning material, guidance and networking","ViSEnet",30,"Follow-up",03.12.18,02.06.21,234869,"TOPIC-41,TOPIC-71,TOPIC-69","Entrepreneurial learning - entrepreneurship education,Social entrepreneurship / social innovation,Civic engagement / responsible citizenship"
"2018-1-FI01-KA205-047136","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA205-047136","APP","SDPL:n Helsingin ja Uudenmaan piirijärjestö ry","Cultural operators","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"Arts Empowering Youth Work",,18,"Finalised",03.09.18,02.03.20,68514,"TOPIC-7,TOPIC-23,TOPIC-38","Early School Leaving / combating failure in education,New innovative curricula/educational methods/development of training courses,Youth (Participation, Youth Work, Youth Policy)"
"2018-1-FI01-KA205-047176","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA205-047176","APP","Eettisen kaupan puolesta ry","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"Empowering youth workers and youth to promote fair trade through new forms of activism",,18,"Finalised",01.08.18,31.01.20,55950,"TOPIC-38,TOPIC-20,TOPIC-18","Youth (Participation, Youth Work, Youth Policy),International cooperation, international relations, development cooperation,Inclusion - equity"
"2018-1-FI01-KA205-047184","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-1-FI01-KA205-047184","APP","Suomen Nuorisosirkusliitto ry","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"Assistant trainers sharing knowledge","ASK",27,"Follow-up",04.06.18,03.09.20,241725,"TOPIC-19,TOPIC-23,TOPIC-25","Intercultural/intergenerational education and (lifelong)learning,New innovative curricula/educational methods/development of training courses,Pedagogy and didactics"
"2018-3-FI01-KA205-060107","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-3-FI01-KA205-060107","APP","HELSINGIN NUORTEN MIESTEN KRISTILLINEN YHDISTYS RY","Non-governmental organisation/association","HELSINKI","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"Intercultural Competence for Youth workers","ICY",14,"Finalised",01.02.19,31.03.20,73002,"TOPIC-18,TOPIC-19,TOPIC-38","Inclusion - equity,Intercultural/intergenerational education and (lifelong)learning,Youth (Participation, Youth Work, Youth Policy)"
"2018-3-FI01-KA205-060123","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-3-FI01-KA205-060123","APP","Sosiaalipedagogiikan säätiö","Foundation","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"Bet your life! The exchange of knowledge & best practices in problem gambling prevention and intervention",,12,"Finalised",01.02.19,31.01.20,39480,"TOPIC-23,TOPIC-20,TOPIC-16","New innovative curricula/educational methods/development of training courses,International cooperation, international relations, development cooperation,Health and wellbeing"
"2018-3-FI01-KA205-060167","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2018-3-FI01-KA205-060167","APP","Sosiaalipedagogiikan säätiö","Foundation","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2018,"SCALE - Assessing and shaping youth work from contextual perspectives",,9,"Finalised",03.02.19,02.11.19,35000,"TOPIC-18,TOPIC-9,TOPIC-10","Inclusion - equity,Social dialogue,Labour market issues incl. career guidance / youth unemployment"
"2017-1-FI01-KA201-034702","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA201-034702","APP","ITA-SUOMEN YLIOPISTO","Higher education institution (tertiary level)","KUOPIO","Pohjois-Savo","Finland","KA201","Strategic Partnerships for school education",2017,"Open Science Schooling Fostering re-engagement in science learning through open science schooling","Open Science Schooling",30,"Finalised",01.09.17,29.02.20,287925,"TOPIC-25","Pedagogy and didactics"
"2017-1-FI01-KA201-034752","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA201-034752","APP","Sammonlahden koulu","School/Institute/Educational centre – General education (secondary level)","Lappeenranta",,"Finland","KA201","Strategic Partnerships for school education",2017,"Sustainable Development Game","SD-game",26,"Finalised",01.09.17,31.10.19,126800,"TOPIC-16,TOPIC-13,TOPIC-23","Health and wellbeing,Environment and climate change,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA201-034793","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA201-034793","APP","Hatanpään lukio","School/Institute/Educational centre – General education (primary level)","Tampere",,"Finland","KA201","Strategic Partnerships for school education",2017,"Challenges of globalization for national identity and European integration","Challenges",24,"Finalised",01.09.17,31.08.19,99520,"TOPIC-2,TOPIC-18,TOPIC-15","EU Citizenship, EU awareness and Democracy,Inclusion - equity,Gender equality / equal opportunities"
"2017-1-FI01-KA201-034810","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA201-034810","APP","Kuopion konservatorio","Art association","Kuopio","Pohjois-Savo","Finland","KA201","Strategic Partnerships for school education",2017,"Inclusive Pedagogy in Arts - Europe (IPA-E)","IPA-E",19,"Finalised",01.09.17,31.03.19,71350,"TOPIC-26,TOPIC-18,TOPIC-23","Quality and Relevance of Higher Education in Partner Countries,Inclusion - equity,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA202-034710","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034710","APP","Axxell Utbildning AB","School/Institute/Educational centre – General education (secondary level)","Ekenäs","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"WorkSafe - Developing and implementing a WorkSafe Toolbox and WorkSafe Online Training Course to be used within work based learning within the fields of metal work and construction","WorkSafe",28,"Finalised",01.09.17,31.12.19,231376,"TOPIC-20,TOPIC-23,TOPIC-36","International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses,Recognition, transparency, certification"
"2017-1-FI01-KA202-034717","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034717","APP","Helsingin kaupunki","Regional Public body","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Future is in our hands",,24,"Finalised",01.09.17,31.08.19,108544,"TOPIC-19,TOPIC-23","Intercultural/intergenerational education and (lifelong)learning,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA202-034727","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034727","APP","Pohjois-Karjalan koulutuskuntayhtymä, Riveria","School/Institute/Educational centre – Vocational Training (secondary level)","Joensuu","Pohjois-Karjala","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Design, Do and LEAN it– Experimental development as a tool of strenghten the collaboration with work life and educational organization","DesignDo",24,"Finalised",01.09.17,31.08.19,139115,"TOPIC-31,TOPIC-23,TOPIC-41","Regional dimension and cooperation,New innovative curricula/educational methods/development of training courses,Entrepreneurial learning - entrepreneurship education"
"2017-1-FI01-KA202-034740","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034740","APP","TAMPEREEN KAUPUNKI","Local Public body","TAMPERE",,"Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Well-tech","Well-tech",24,"Finalised",01.09.17,31.08.19,119480,"TOPIC-16,TOPIC-31,TOPIC-23","Health and wellbeing,Regional dimension and cooperation,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA202-034750","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034750","APP","Seinäjoen koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Seinäjoki","Etelä-Pohjanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Student Work experience In Real Life","SWIRL",40,"Follow-up",01.09.17,31.12.20,312523,"TOPIC-10,TOPIC-23","Labour market issues incl. career guidance / youth unemployment,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA202-034760","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034760","APP","Real Estate Education Foundation sr","School/Institute/Educational centre – Vocational Training (tertiary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Towards sustainable and energy efficient real estate education and training","SEER",24,"Finalised",01.09.17,31.08.19,116845,"TOPIC-20,TOPIC-13","International cooperation, international relations, development cooperation,Environment and climate change"
"2017-1-FI01-KA202-034773","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034773","APP","Hengitysliitto ry/Ammattiopisto Luovi","School/Institute/Educational centre – Vocational Training (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"Peer Review - More Impact, Excellent Results","PREMIER",28,"Finalised",01.09.17,31.12.19,240164,"TOPIC-20,TOPIC-28,TOPIC-27","International cooperation, international relations, development cooperation,Quality Improvement Institutions and/or methods (incl. school development),Quality Assurance"
"2017-1-FI01-KA202-034774","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034774","APP","Mercuria kauppaoppilaitos Oy","School/Institute/Educational centre – Vocational Training (secondary level)","VANTAA","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"YOUNG TALENTS - CREATING NEW MULTICULTURAL BRANDS","YOUNG TALENTS",24,"Finalised",01.09.17,31.08.19,259060,"TOPIC-41,TOPIC-3,TOPIC-25","Entrepreneurial learning - entrepreneurship education,ICT - new technologies - digital competences,Pedagogy and didactics"
"2017-1-FI01-KA202-034776","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034776","APP","JYVASKYLAN KOULUTUSKUNTAYHTYMA","School/Institute/Educational centre – Vocational Training (secondary level)","JYVASKYLA","Keski-Suomi","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"MusicXchain",,36,"Follow-up",01.09.17,31.08.20,241949,"TOPIC-20,TOPIC-23,TOPIC-3","International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences"
"2017-1-FI01-KA202-034795","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA202-034795","APP","Careeria Oy","School/Institute/Educational centre – Vocational Training (secondary level)","Porvoo","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2017,"First Things First",,24,"Finalised",01.09.17,31.08.19,167420,"TOPIC-23,TOPIC-16,TOPIC-12","New innovative curricula/educational methods/development of training courses,Health and wellbeing,Enterprise, industry and SMEs (incl. entrepreneurship)"
"2017-1-FI01-KA203-034721","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA203-034721","APP","LAB AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","LAPPEENRANTA","Etelä-Karjala","Finland","KA203","Strategic Partnerships for higher education",2017,"Healthcare Logistics Education and Learning Pathway","HELP",40,"Follow-up",01.09.17,31.12.20,366364,"TOPIC-23,TOPIC-26","New innovative curricula/educational methods/development of training courses,Quality and Relevance of Higher Education in Partner Countries"
"2017-1-FI01-KA203-034761","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA203-034761","APP","TAMPEREEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TAMPERE",,"Finland","KA203","Strategic Partnerships for higher education",2017,"Learning ICT Supported Nursing for Self-Management of Patients","DigiNurse",40,"Follow-up",01.09.17,31.12.20,330657,"TOPIC-16,TOPIC-3,TOPIC-23","Health and wellbeing,ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA204-034696","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034696","APP","Opintotoiminnan Keskusliitto ry","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2017,"Future Skills for Volunteering","FutVol",24,"Finalised",01.09.17,31.08.19,204560,"TOPIC-30,TOPIC-23,TOPIC-9","Recognition (non-formal and informal learning/credits),New innovative curricula/educational methods/development of training courses,Social dialogue"
"2017-1-FI01-KA204-034714","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034714","APP","Learnmera Oy","School/Institute/Educational centre – Adult education","Espoo","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2017,"Language Voices",,24,"Finalised",01.09.17,31.08.19,238505,"TOPIC-23,TOPIC-35,TOPIC-19","New innovative curricula/educational methods/development of training courses,Teaching and learning of foreign languages,Intercultural/intergenerational education and (lifelong)learning"
"2017-1-FI01-KA204-034732","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034732","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHOGSKOLA AB","Higher education institution (tertiary level)","VAASA",,"Finland","KA204","Strategic Partnerships for adult education",2017,"Kaleidoscope: supporting female migrant entrepreneurs","Kaleidoscope",24,"Finalised",01.09.17,31.08.19,203045,"TOPIC-15,TOPIC-41,TOPIC-18","Gender equality / equal opportunities,Entrepreneurial learning - entrepreneurship education,Inclusion - equity"
"2017-1-FI01-KA204-034768","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034768","APP","Valkeakosken kaupunki","Local Public body","Valkeakoski","Pirkanmaa","Finland","KA204","Strategic Partnerships for adult education",2017,"Hand in hand - libraries and adult education centres for lifelong learning","HAND IN HAND",24,"Finalised",01.09.17,31.08.19,83065,"TOPIC-3,TOPIC-6,TOPIC-31","ICT - new technologies - digital competences,Access for disadvantaged,Regional dimension and cooperation"
"2017-1-FI01-KA204-034769","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034769","APP","KEHITYSVAMMAISTEN PALVELUSAATIO","Foundation","TAMPERE",,"Finland","KA204","Strategic Partnerships for adult education",2017,"Improving the Skills and Competencies in Self-Directed Support","SKILLS",24,"Finalised",01.10.17,30.09.19,209738,"TOPIC-5,TOPIC-3,TOPIC-18","Disabilities - special needs,ICT - new technologies - digital competences,Inclusion - equity"
"2017-1-FI01-KA204-034785","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034785","APP","Istry Oy","School/Institute/Educational centre – Adult education","Helsinki","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2017,"Evidence Based Trauma Stabilization (EBTS). Two training programs for stabilization of traumatized children among refugee, asylum seeking and immigrant families.","EBTS-Trainings",24,"Finalised",01.09.17,31.08.19,179941,"TOPIC-23,TOPIC-27,TOPIC-19","New innovative curricula/educational methods/development of training courses,Quality Assurance,Intercultural/intergenerational education and (lifelong)learning"
"2017-1-FI01-KA204-034787","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA204-034787","APP","Keski-Pohjanmaan koulutusyhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Kokkola","Keski-Pohjanmaa","Finland","KA204","Strategic Partnerships for adult education",2017,"Digital methods in work based learning in vocational adult education","DigiWBL",18,"Finalised",01.09.17,28.02.19,31800,"TOPIC-3,TOPIC-20","ICT - new technologies - digital competences,International cooperation, international relations, development cooperation"
"2017-1-FI01-KA205-034537","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA205-034537","APP","Mediakasvatuskeskus Metka - Centralen för Mediefostran","Non-Profit making cultural organizations","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2017,"Skills Jump - sharing, teaching, developing, learning and mastering best methods for European media and film literacy and youth work","Skills Jump is a project for sharing good practices, empower and develop media and film literacy between youth, youth workers and media professionals. It is targeted for professionals working in practical media/film literacy, teachers, facilitators",12,"Finalised",20.12.17,19.12.18,54700,"TOPIC-38,TOPIC-4,TOPIC-23","Youth (Participation, Youth Work, Youth Policy),Creativity and culture,New innovative curricula/educational methods/development of training courses"
"2017-1-FI01-KA205-034603","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA205-034603","APP","SUOMEN HUMANISTINEN AMMATTIKORKEAKOULU OY HUMAK","Higher education institution (tertiary level)","HELSINKI",,"Finland","KA205","Strategic Partnerships for youth",2017,"FUTURE LABS - New Digital and Social Innovative Tools for Youth Work","FL",24,"Finalised",01.09.17,31.08.19,187297,"TOPIC-23,TOPIC-3,TOPIC-20","New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences,International cooperation, international relations, development cooperation"
"2017-1-FI01-KA205-034627","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-1-FI01-KA205-034627","APP","RAUHANKASVATUSINSTITUUTTI RY INSTITUTET FOR FREDSFOSTRAN RF","Non-governmental organisation/association","HELSINKI","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2017,"Hate speech disarmament – Equipping youth workers to manage and transform hate speech","HEY",24,"Finalised",01.06.17,31.05.19,282583,"TOPIC-18,TOPIC-38,TOPIC-23","Inclusion - equity,Youth (Participation, Youth Work, Youth Policy),New innovative curricula/educational methods/development of training courses"
"2017-3-FI01-KA205-046686","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2017-3-FI01-KA205-046686","APP","Sosiaalipedagogiikan säätiö","Foundation","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2017,"LEAPE - Training of leaders and peer tutors for the wounded generations","LEAPE",12,"Finalised",01.02.18,31.01.19,35340,"TOPIC-16,TOPIC-38,TOPIC-18","Health and wellbeing,Youth (Participation, Youth Work, Youth Policy),Inclusion - equity"
"2016-1-FI01-KA201-022692","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA201-022692","APP","Hönttämäen koulu","School/Institute/Educational centre – General education (primary level)","Oulu","Pohjois-Pohjanmaa","Finland","KA201","Strategic Partnerships for school education",2016,"Improving education for sustainable development through development of school culture","ECORoad",24,"Finalised",01.09.16,31.08.18,97835,"TOPIC-13,TOPIC-28,TOPIC-25","Environment and climate change,Quality Improvement Institutions and/or methods (incl. school development),Pedagogy and didactics"
